likes,orimessage,message,noun
50,How high is to high when it comes to the costs of children?,high high come cost children,costs children
50,Donald J. Trump is insisting that his short list for VP nominations tops out at 10 people.,donald j trump insist short list vp nomen top people,donald j. trump list nominations people
50,WATCH LIVE: President Obama addresses Dallas police shooting that left five officers dead.,watch live preside Obama address palla policy shoot left five offic dead,watch live president police officers
50,Officials express gratitude to their communities for an outpouring of support:  ,office express gratitude common outpour support,officials gratitude communities outpouring support
50,The Republican party's official stance on LGBT issues will be debated during next week's meeting of the RNC's platform committee.,republican parti office stand LGB issue debat next week meet rec platform committed,party stance lgbt issues week meeting rnc platform committee
50,Film critic David Edelstein dissects the issue of actresses and cosmetic surgery.,film critic david edelstein dissect issue actress comet surgery,film critic david edelstein issue actresses surgery
50,"It's summer in the city, but you know what that means? You're bound to get sweaty.",summer city know mean bound get sweat,summer city sweaty
50,Before the winds start howling and the rain starts pouring make sure you're protected in case disaster strikes.,wind start howl rain start pour make sure protect case dikast strike,winds rain case disaster strikes
50,One of the more contentious discussions for the GOP: language regarding transgender bathroom use.,one contents discuss gop language regard transcend bathroom use,discussions gop language transgender bathroom use
50,Swiping right has been supplanted by the hunt for Pikachu.,swipe right supplant hunt pikachu,right hunt pikachu
50,This is one tasty approach to trust-building.,one taste approach trust build,tasty approach trust-building
50,"CEO's took at pay cut in 2015, but still earned 276 times the average annual pay of the typical U.S. worker?!",ceo took pay cut still earn time average annual pay typic u worker,ceo pay cut times pay u.s worker
50,Market watchers fear another potential fault line in the European Union.,market watcher fear anorth potent fault line european union,market watchers fault line union
50,"With reporting led by Scott Pelley, Charlie Rose, Norah O'Donnell, Gayle King and John Dickerson,  ",report led scott pulley charlie rose Norah donned Gayl king john Dickerson,scott pelley charlie o'donnell king john dickerson
50,"On the campaign trail, protecting the candidates is getting tougher, Director Joseph Clancy says -- and offenders are getting braver.",campaign trail protect candid get tougher director joseph Clance say offend get braver,campaign trail candidates director joseph clancy offenders braver
50,Are the headlights on your recent-model small SUV effective?,headlight recent model small SUV effect,headlights recent-model suv
50,Prime Minister has said his farewells to the British people.,prime minis said farewell british people,minister farewells people
50,Making sure your savings last for your potentially long life in retirement is a key strategic aspect most plans ignore.,make sure save last potent long life retire key strategy aspect plan ignore,savings life retirement aspect plans
50,Anthony Anderson was REALLY excited to make this announcement.,anthony anderson really exit make announce,anthony anderson announcement
50,Is the 'Never Trump' movement history?,never trump movement history,trump movement history
50,"DEVELOPING: Group of officers within military has made coup attempt, Turkish prime minister says.",develop group offic within military made coup attempt turkish prime minis say,group officers coup attempt minister
50,We'll be bringing you live updates on the 2016 Republican convention.,bring live update republican convent,updates convention
50,There's finally an explanation as to why a diet plan that helps one lose weight may not have the same effect for another.,final explain diet plan help one lose weight may effect anorth,explanation diet plan lose weight effect
50,"Newark, Ohio has a most unique landmark: the Longaberger Basket Building. And now it's up for sale.",newark ohio unique landmark longaberg basket build sale,newark landmark longaberger basket building sale
50,"As the conventions begin the campaigns are aiming at a small slice of voters who could be in play, and the race looks extremely locked-in.",convent begin campaign aim small slice voter could play race look extreme lock,conventions campaigns slice voters play race
50,"As the political world turns its attention to Cleveland today, here's a quick guide on what to watch...",polit world turn attent cleveland today quick guid watch,world attention today guide
50,We're inside 'The Q' as the #RNCinCLE kicks off. Stay with  ,inside q rncincl kick stay,'the q rncincle kicks stay
50,"Republicans and Democrats, who don't agree on much these days, are actually finding a common enemy during this divisive presidential election: Wall Street.",republican democrat agre much day actual find common enemy divis president elect wall street,republicans democrats days enemy election street
50,"So they can measure a lot: steps taken, heart beats, sleep quality and workout performance...but are they really useful?",measure lot step taken heart beat sleep quality workout perform really use,lot steps heart beats quality workout performance
50,"Fox News has dominated its rivals in both ratings and finances, but where would the network be without the leadership of Roger Ailes?",fox news domain rival rate finance would network without leadership roger ail,news rivals ratings finances network leadership roger ailes
50,"Rejoice Pokemon players, there is a way to catch 'em all for longer.",rejoice Pokemon player way catch em longer,rejoice pokemon players way
50,There's more to the app than just swiping right.,app swipe right,app
50,There's a way to fight back against this 'phone battery vampire.',way fight back phone battery vamper,way battery vampire
50,Imagine getting near retirement age only to find out you can't afford to retire -- perhaps for several more years. How can you fix that?,imagine get near retire age find afford retire perhaps sever year fix,imagine retirement age years
50,Shooting near swearing-in of new Italian premier  ,shoot near swear new italian premier,swearing-in premier
50,"You may have noticed the 125,000 balloons that fell from the ceiling during the RNC, but how did that tradition begin?",may notice balloon fell ceil rec trait begin,balloons ceiling rnc tradition
50,Find out how sleepwalking paved path to success for Mike Birbiglia.,find sleepwalk pave path success mike birbiglia,path success birbiglia
50,The boy's death comes in the middle of a summer that has yielded several heat-related deaths across the state.,boy death come middle summer yield sever heat relate death across state,boy death middle summer deaths state
50,It's a Bluth family reunion!,blush family reunion,family reunion
50,'This is a bitter blow for the Olympic movement and we are saddened that our sport is implicated.',bitter blow Olympe movement sadden sport imply,'this blow movement sport
50,"A week of triple digit temperatures awaited the army of some 3,000 firefighters battling flames in rugged hills and canyons.",week tripl digit temperature await army firefight battle flame rug hill canyon,week temperatures army firefighters flames hills canyons
50,"Hot flashes are bad enough, but new research suggests yet another unfortunate effect of menopause.",hot flash bad enough new research suggest yet anorth unfortune effect menopause,flashes research effect menopause
50,"Last month, Serial subject Adnan Syed won a new trial after being convicted for the 1999 murder of his high school girlfriend.",last month serial subject Adnan Sy new trial convict murder high school girlfriend,month adnan trial murder school girlfriend
50,The roll call vote is underway at #DemsinPhilly -- join  ,roll call vote underway demsinphilli join,roll call vote join
50,Were these journalists behind Turkey's failed coup?,journalist behind turkey fail coup,journalists turkey coup
50,"A huge Southern California wildfire carved a path to the sea and burned on the beach Friday, but firefighters got a break as gusty Santa Ana winds turned into breezes.",huge southern california wildfire care path sea burn beach friday firefight got break Gusti santa ana wind turn breed,california wildfire path sea beach friday firefighters break santa ana winds breezes
50,Will the Fed raise interest rates in September?,fed rais interest rate septum,fed interest rates september
50,Zika will definitely mean more work for blood banks in Florida.,zira definite mean work blood bank florida,zika work blood banks florida
50,"In a booklet produced for women considering abortions, Texas is making claims the American Cancer Society strongly refutes.",booklet produce women consed abort tea make claim american cancer society strongly refute,booklet women abortions claims cancer society
50,"This fun weekend getaway is only open to donors who promise at least $100,000 to Koch-approved groups.",fun weekend getaway open donor promise least Koch approve group,fun weekend getaway donors groups
50,"Although the best-paying careers still require at least a four-year degree, opportunity beckons in other fields.",although best pay career still require least four year degree opportune beckon field,careers degree opportunity beckons fields
50,"Fortune Magazine reveled the 2013 Fortune 500 list this morning & for the first time ever, Facebook made the cut.The list:",fortune magazine revel fortune list morn first time ever Facebook made cut list,magazine fortune list morning time facebook list
50,"Cody Wilson, inventor of 'The Liberator,' says his project is not about violence, but freedom.",Codi wilson inventor liber say project violence freedom,cody wilson inventor 'the liberator project violence freedom
50,"Victoria Kong was last seen about 6:30 p.m. Friday walking north from Ronald Reagan Washington National Airport along a paved path for hikers and bicycles.Kong's family says they were waiting for her to be escorted off the flight by wheelchair, but she never showed up.",victoria kong last seen p friday walk north ronald reagan washington nation airport along pave path hiker bicycle kong family say wait escort flight wheelchair never show,victoria kong p.m. friday north ronald airport path hikers bicycles.kong family flight wheelchair
50,This little piggy went to the market....wait...,little Peggi went market wait,market .wait
50,This airline reported 'an incident' and social media users saw smoke from a plane at the scene.,airline report inced social media user saw smoke plane scene,airline incident media users smoke plane scene
50,'This is the kind of mosquito that can breed in a bottle cap.' Can aerial spraying be effective?,kind mosquito breed bottle cap aerial spray effect,'this kind mosquito cap
50,Steeplechase? Canoe slalom?,steeplechase can slalom,steeplechase canoe slalom
50,"Wow, we had no idea!",wow idea,wow idea
50,"British freelance photographer Giles Duley spent two weeks meeting and taking pictures of Syrian refugees who are double-cursed - not only forced to flee home and country, but in some cases, trapped by their injuries in their new surroundings.",british Freeland photograph gile duly spent two week meet take picture syrian refuge doubt curs for flee home country case trap injury new surround,freelance photographer giles weeks meeting pictures refugees home country cases injuries surroundings
50,Test your knowledge of actor Hugh Grant ahead of his interview tomorrow on  ,test knowledge actor hugh grant ahead interview tomorrow,knowledge actor hugh grant interview tomorrow
50,"The distance-running power has 47 athletes entered in track and field, and is sending its field manager home from Rio after a report.",distance run power athlete enter track field send field manage home rio report,power athletes track field field manager home rio report
50,You might want to follow these steps if you had planned to fly Delta this week...,might want follow step plan fly delta week,steps delta week
50,You may want to think twice about ordering these fatty menu items...,may want think twice order fatty menu item,menu items
50,"Honest Trailers earned an Emmy nomination, so of course the web series had to take a look at the big nominees.",honest trailer earn Emmi nomen cours web Seri take look big nomine,trailers nomination course series look nominees
50,A new report on the Cold War incident reveals aircraft scrambled after a solar storm 'jammed' early warning radars.,new report cold war inced reveal aircraft scramble solar storm jam early warn radar,report war incident reveals aircraft storm warning radars
50,Paul Ryan wasn't worried about defending his seat until Donald J. Trump got involved saying he was 'just not quite there yet' regarding his decision to back Ryan.,paul Ryan worry defend seat donald j trump got involve say quit yet regard decks back Ryan,paul ryan seat donald j. trump decision ryan
50,Recharged tea party demands justice in IRS scandal:  ,recharge tea parti demand justice ir scandal,tea party demands justice scandal
50,Some expectant mothers are wary of using these chemicals even though they're registered with EPA...,expect mother war use chemic even though resist epa,mothers chemicals epa
50,"On Florida's Gulf Coast on Tuesday night, a program aimed at improving understanding between the police and the community went terribly wrong when an elderly woman was fatally shot by a police officer.",florida gulf coast tuesday night program aim improv understand policy common went terrible wrong elderly woman fatal shot policy offic,florida gulf coast tuesday night program police community woman officer
50,DEVELOPING: Justice Department obtains 2 months of AP phone records in probe  ,develop justice depart obtain month ap phone record probe,developing justice department months phone records probe
50,A JetBlue plane was forced to make an unexpected landing.,jetblu plane for make unexpect land,plane landing
50,WATCH LIVE: Jay Carney holds White House daily press briefing  ,watch live jay carney hold white house daily press brief,watch live carney house press briefing
50,"Hillary Clinton and Donald J. Trump have dueling plans to tackle creaky infrastructure, but their plans also have a few things in common.",Hillari clinton donald j trump duel plan tackle creak infrastructure plan also thing common,clinton donald j. trump plans infrastructure plans things
50,"Russia's premier security agency released photos of a spy kit that resembles props from a Cold War thriller - and not a very convincing one - prompting some to wonder whether the incident amounts to actual espionage, or is merely a poorly constructed setup.",russia premier secure agent release photo SPI kit resemble prop cold war thriller convince one prompt wonder whether inced amount actual espionage mere poorly construct setup,russia security agency photos kit props war thriller incident amounts espionage setup
50,Concern about an outbreak of Zika in the U.S. is considerably higher among Americans who have a family member who is or is trying to become pregnant.,concern outbreak zira u consider higher among american family member tri become pregnant,concern outbreak zika u.s. americans family member
50,"This is going to be an ultra-marathon, not a sprint,' former CIA director David Petraeus tells  ",go ultra marathon sprint former cia director david petraeu tell,sprint cia director petraeus tells
50,"A Spanish-language broadcaster won an auction for Gawker Media, which was put on the block after Hulk Hogan case.",spanish language broadcast auction gawker media put block hulk hogan case,broadcaster auction gawker media block hulk case
50,Social media users claimed it was inhuman. Animal rights groups called the hunt Ã¢ÂÂunacceptable.' But the hunter has an explanation.,social media user claim inhuman anim right group call hunt unaccept hunter explain,media users rights groups hunt hunter explanation
50,Can you guess the fastest-growing population behind bars?,guess fastest grow pipul behind bar,population bars
50,The driver was among the injured in a Pennsylvania bus crash.,driver among injury pennsylvania bu crash,driver pennsylvania bus crash
50,These AP photographers are capturing full stories in just one frame.,ap photograph capture full story one frame,photographers stories frame
50,"In order to get the gig, you have to stand out from the competition Ã¢ÂÂ but some job applicants may take things a little too far.",order get gig stand competent job applied may take thing little far,order gig competition ã¢ââ job applicants things
50,'Get Down' star Yahya Abdul-Mateen II went from architecture to acting.,get star yaya Abdul sateen ii went architecture act,star architecture
50,Some victims of the devastating wildfire in California are getting their first look at the widespread damage.,victim devast wildfire california get first look widespread damage,victims wildfire california look damage
50,Could you step into a parallel universe like in 'Stranger Things?',could step parallel univers like stranger thing,universe things
50,"If this week were to be summed up in images it would be exciting, historical and... weird.",week sum image would exit history weird,week images weird
50,"Face The Nation is speaking with Reince Priebus, Robby Mook, Sen. Jeff Sessions about this wild week on the campaign trail.",face nation speak reins Priebe Robbi mook sen jeff session wild week campaign trail,face nation reince priebus robby mook sen. jeff sessions week campaign trail
50,"More than 7,000 students in Miami started the new school year in a Zika zone.",student miami start new school year zira zone,students miami school year zika zone
50,Australian police are investigating possible Islamic extremist motivation after a gruesome attack.,australian policy investing possible islam extremist motive gruesome attack,police extremist motivation attack
50,Doctors who engage in sexual misconduct with patients are routinely treated as having Ã¢ÂÂimpairmentÃ¢ÂÂ issues and may not be reported to law enforcement.,doctor engage sexual misconduct patient routine treat impair issue may report law enforce,doctors misconduct patients ã¢ââimpairment  issues law enforcement
50,Authorities are trying to piece together what happened to a group who drowned at the beach.,author tri piece together happen group drown beach,authorities group beach
50,"In a year marked by phone record seizures, hacked Twitter accounts and CIA leaker prison terms, media organizations are scrambling to find ways to protect themselves and their sources.",year mark phone record seizure hack twitter account cia leaker prison term media organ scramble find way protect source,year phone record twitter accounts leaker prison terms media organizations ways sources
50,"In new research, investigators looked to an unexpected place.",new research investing look unexpect place,research investigators place
50,"Up for reelection, one Ohio Senator has been keeping Trump at arms length -- and so far, it's working.",reelect one ohio sent keep trump arm length far work,reelection ohio senator trump arms length
50,Kurdish militants attacked a police checkpoint in southeast Turkey with an explosives-laden truck.,kurdish milit attack policy checkpoint southeast turkey expos laden truck,militants police checkpoint turkey truck
50,The Federal Reserve Chair's recent public appearances underscore a determination to reassure people that the U.S. economy remains on track.,fever reserve chair recent public appear underscore determine reassure people u economic remain track,reserve chair appearances determination people economy track
50,Italian authorities vow to investigate whether building codes were adhered to properly prior to the deadly temblor.,italian author vow investing whether build code adhere properly prior deadly temblor,authorities codes temblor
50,"Last night, the final episode of HBO's The Night Of revealed which of the 5 suspects actually killed Andrea. Do you think they chose the right guy?",last night final episode HBO night reveal suspect actual kill Andrea think chose right guy,night episode hbo night suspects andrea right guy
50,Because we all want to avoid surge pricing...,want avoid surg price,surge pricing
50,"The World Bog Snorkeling Championships is all about snorkeling in a muddy 60-yards of water in crazy, creative outfits.",world bog snorkel championship snorkel muddy yard water crazy creative outfit,world bog championships 60-yards water crazy outfits
50,"From villain to fan favorite, Nick Viall steps out of 'Paradise' and into next season's limelight.",villain fan favorite nick vill step Paradis next season limelight,villain viall steps 'paradise season limelight
50,"After winning Jeopardy!, the cognitive computing system is being made more accessible to the general public.",win jeopardy cogit compute system made access genera public,jeopardy computing system public
50,The ouster of unpopular President Dilma Rousseff by BrazilÃ¢ÂÂs Senate means that a man who is arguably just as unpopular is now faced with trying to ease the wounds.,ouster unpopular preside Delma rousseff brazil sent mean man arguable unpopular face tri eas wound,ouster president dilma rousseff brazilã¢ââs senate man wounds
50,This all-star Angels outfielder is currently recovering from a car accident that left a woman seriously injured.,star angel outfield current Recor car acid left woman serious injury,angels outfielder car accident woman
50,"This U.S. journalist was reportedly detained crossing back into Turkey from Syria, where she says she had 'escaped' al Qaeda captivity.",u journalist reportedly detain cross back turkey syria say escape al Baeda captive,journalist turkey syria qaeda captivity
50,"Yesterday marked the final Ham4Ham performance outside 'Hamilton.' So, here's a look back at the best ones ever.",yesterday mark final ham ham perform outside hamilton look back best one ever,yesterday ham4ham performance 'hamilton look ones
50,"Donald J. Trump managed to avoid any major gaffes on his Mexico trip; in 2012, Mitt Romney wasn't as lucky.",donald j trump manage avoid major gaff mexico trip mitt romney luck,donald j. trump gaffes mexico trip romney
50,For those moments when an emoji simply isn't enough.,moment Moji simple enough,moments emoji
50,The renowned photographer captured everything from anti-war protests to Chinese street life.,renown photograph capture every anti war protest chines street life,photographer everything protests street life
50,North Carolina's Richard Burr has grown rich in the Senate -- and now his Democratic opponent is using his wealth against him.,north carolina richard burr grown rich sent democrat Oppen use wealth,carolina richard burr rich senate opponent wealth
50,A destroyed SUV.,destroy SUV,suv
50,Newfound scrutiny over Nate Parker's 1999 rape case has clouded discussion of the film.,newfound scrutiny Nate parker rape case cloud discuss film,newfound scrutiny parker rape case discussion film
50,The most compelling photos from the week's news.,compel photo week news,photos week news
50,Here are some ways to make the next 180 days of school lunches healthier.,way make next day school lunch healthier,ways days school lunches
50,Researchers point to a surprising link between persistent childbirth pain and mental health issues.,research point surprise link persist childbirth pain mental health issue,researchers link childbirth pain health issues
50,"Gunfire was heard in Kabul early Tuesday as security forces searched for attackers hiding in a building, a day after twin bombings near the Afghan Defense Ministry killed at least 24 people.",gunfire heard kabul early tuesday secure for search attack hide build day twin bomb near afghan defense ministry kill least people,gunfire kabul security forces attackers building day bombings afghan defense ministry people
50,A 29-year-old alleged Al Qaeda supporter tried to kill a U.S. citizen with his car.,year old alley al Baeda support tri kill u citizen car,al qaeda supporter citizen car
50,The virus remains active in semen longer than had been previously thought.,virus remain active semen longer previous thought,virus semen
50,"If the Addams Family worked out in the gym, they would sport Rihanna's new collection for Puma, she says.",Addam family work gym would sport Rihana new collect puma say,addams family gym rihanna collection puma
50,Neighbors are suspecting foul play.,neighbor suspect foul play,neighbors play
50,And most Americans aren't reading the fine print.,american read fine print,americans print
50,"Supporters of the respective nominees grade their candidates differently,  ",support respect nomine grade candid differ,supporters nominees candidates
50,There may be a downside to Apple's 'cord-cutting.',may downside appl cord cut,downside apple
50,"A new study includes more than 1,000 participants -- aged 13 to 20 -- across the United States who said theyÃ¢ÂÂd had alcoholÃ¢ÂÂ in the past month.",new study include Particia age across unit state said alcohol past month,study participants states theyã¢ââd month
50,This traveler says it was 'really quite an experience' spending 10 hours dangling over glacier high up in Alps.,travel say really quit expert spend hour Danl glacier high alp,traveler experience spending hours alps
50,If you're sending a child off to college don't forget this!,send child college forget,child college
50,The burrito-drone delivery service will be around for at least a few weeks.,burrito drone deliver service around least week,delivery service weeks
50,The change-up comes after the Trump campaign had only one office opened by the end of August in Florida; the Clinton campaign has 51 offices statewide.,chang come trump campaign one offic open end august florida clinton campaign offic statewide,change-up trump campaign office end august florida clinton campaign offices
50,Fifteen new episodes of 'Arrested Development' arrive on Sunday. Which brings us to this question: Should you watch them all at once?,fifteen new episode arrest develop arrive sunday bring us question watch,episodes development sunday question
50,Chef Daniel Bruce's culinary career got off to an inauspicious start.,chef daniel bruce culinary career got inauspici start,chef daniel bruce career start
50,Director Nate Parker faced a roomful of press for the first time since the details of a 1999 rape allegation against him surfaced and began to enshroud his highly anticipated film in controversy.,director Nate parker face room press first time since detail rape alley surface began enshroud highly anticus film controversy,director nate parker roomful press time details rape allegation film controversy
50,This week's most compelling photos involve everything from uncanny animal activity to New York Fashion Week.,week compel photo involve every uncanny anim active new york fashion week,week photos everything animal activity york fashion week
50,"Soccer injuries are sending soaring numbers of U.S. kids to emergency rooms, a trend driven in part by young players with concussions seeking urgent medical care.",soccer injury send soar number u kid emerge room trend driven part young player concuss seek urgent medic care,soccer injuries numbers kids emergency rooms trend part players concussions care
50,"According to cybersecurity experts, the chances of more cyberattacks between now and November 8 are high.",accord cybersecur expert Chanc cyberattack novem high,cybersecurity experts chances cyberattacks
50,"For decades, food and beverage makers have attempted to shape public understanding of nutrition.",decad food beverage maker attempt shape public understand nutria,decades food beverage makers understanding nutrition
50,"Dosing cups, according to a new study, are not very reliable.",dose cup accord new study reliable,cups study
50,"For candidates, Face The Nation moderator John Dickerson says, these moments indicate 'how open they might be in the White House.Ã¢ÂÂ",candid face nation moder john Dickerson say moment indic open might white house,candidates nation moderator john dickerson moments house. 
50,"Two gymnasts, including a member of the 2000 U.S. womenÃ¢ÂÂs Olympic team, say they were sexually abused by a former longtime doctor for USA Gymnastics.",two gymnast include member u women Olympe team say sexual ABus former Longtin doctor usa gymnast,gymnasts member womenã¢ââs olympic team longtime doctor gymnastics
50,How will the U.S. respond if the cease-fire doesn't hold?,u respond ceas fire hold,respond cease-fire
50,"The 93-year-old was rushed to the hospital after suffering 'heavy bleeding,' doctors said.",year old rush hospita suffer heavy bleed doctor said,hospital bleeding doctors
50,"The intentions of the state-funded Zika tests are good, but patients and doctors alike are growing frustrated as they wait for answers.",intent state fund zira test good patient doctor alike grow frustrate wait answer,intentions zika tests patients doctors answers
50,The Pentagon is skeptical about the deal crafted by the U.S. and Russia intended to halt the Syrian civil war.,pentagon skeptic deal craft u russia intend halt syrian civil war,pentagon deal russia war
50,The American ambassador to Australia says the U.S. is Ã¢ÂÂsurprisedÃ¢ÂÂ by the amount of Chinese money and influence in Australian politics.,american ambassador australia say u surprise amount chines money influence australian polit,ambassador u.s. amount money influence politics
50,A mall surveillance video captured an e-cigarette explosion on camera.,mall surveil video capture e cigarette expos camera,mall surveillance video explosion camera
50,In a wide-ranging interview with  ,wide rang interview,interview
50,"Jimmy Fallon, in London for the Olympics, tells NBC's Matt Lauer: 'It's not my year'",jimmy Fallon london Olympe tell NBC matt Lauer year,jimmy fallon london olympics nbc lauer 'it year
50,Join in at 4 p.m. PDT on www.latimes.com or on our Google+ page.,join p PDT www latin com goog page,join p.m. pdt www.latimes.com page
50,Reports conflict on whether Syrian President Bashar Assad's forces or Syrian rebels have control of the Salahuddin district of Aleppo.,report conflict whether syrian preside Basham Assad for syrian rebel control salahuddin district aleppo,reports conflict president assad forces rebels control district aleppo
50,Can your kid text while blindfolded? How about backward? Might want to get him / her in 'training' for next year's equivalent of the Texting Olympics (and a sweet payday):,kid text blindfold backward might want get train next year equivale text Olympe sweet payday,text year equivalent olympics payday
50,The candidates are focusing on women and white voters in their respective runs for the presidency. Do you think that's a winning strategy? Or one that will backfire?,candid focus women white voter respect run preside think win strategi one backfire,candidates women voters runs presidency strategy
50,Which country will prevail with the most medals? LAT's John Cherwa makes a bold prediction.,country prevail medal lat john Chera make bold predict,country medals lat john cherwa prediction
50,Live now: Times political reporters discuss Mitt Romney's running-mate options. Any questions?,live time polit report discuss mitt romney run mate option question,times reporters romney running-mate options questions
50,Live now: Join Times columnist Steve Lopez for a video discussion about how we die. He's been writing about the issue -- including personal columns about his father's death -- for the last year.View video:  ,live join time columnist steve Lopez video discuss die write issue include person column father death last year view video,join times lopez discussion issue columns father death year.view video
50,"Those Egyptians left from the uprising that brought down Hosni Mubarak last year live in tents in Cairo's iconic Tahrir Square, harassed and cursed, but mostly forgotten.",egyptian left puris brought Hoshi Mubarak last year live tent cairo icon their square harass curs mostly forgotten,egyptians uprising hosni mubarak year tents cairo tahrir square
50,"Even as opposition fighters in Syria have gained firepower and territory, serious divisions and suspicions threaten to hold them back.",even opposit fighter syria gain firepot territory serious divis suspicion threaten hold back,opposition fighters syria territory divisions suspicions
50,"Three Americans and one British citizen, all of whom also hold Israeli citizenship, were killed when men armed with axes and firearms stormed a synagogue today in Jerusalem.",three american one british citizen also hold isba citizenship kill men arm axe firearm storm synagogs today jerusalem,americans citizen citizenship men axes firearms synagogue today jerusalem
50,"'This is Los Angeles. This city was built around the car,' one skeptic says.Do you think the traffic projections are realistic?",lo angel city built around car one skeptic say think traffic project realist,'this angeles city car says.do traffic projections
50,Relive the London 2012 Olympic Games in photos with our collection of daily galleries and features.,relit london Olympe game photo collect daily gallery feature,london olympic games photos collection galleries features
50,Egyptian President Mohamed Morsi's military purge is seen as part of a deal to allow the ruling generals a graceful exit while broadening Morsi's powers.,egyptian preside Moham Mori military pure seen part deal allow rule genera grace exit broaden Mori power,president morsi purge part deal ruling exit morsi powers
50,Live from our newsroom. Any questions for the city editor? ,live newsroom question city editor,live newsroom questions city editor
50,"Gregory U. Powell, who kidnapped two Los Angeles police officers in 1963 and killed one of them, died Sunday. At 3 p.m., author Joseph Wambaugh, who chronicled the case in his book 'The Onion Field,' will join us in a live video discussion.",gregory u Powel kidnap two lo angel policy offic kill one die sunday p author joseph wambaugh chronic case book onion field join us live video discuss,gregory u. powell los angeles police officers sunday p.m. author joseph case book onion field video discussion
50,"Check out the video chat with LA Times' David Lazarus, Tiffany Hsu and Adam Tschorn on what's appropriate for the workplace. (Your comments here on Facebook might have made it into the chat.)",check video chat la time david lazar Tiffani Hsu adam scorn appropre workplace comment Facebook might made chat,video chat times david lazarus hsu tschorn workplace comments facebook chat
50,"'These tournaments make a big deal of stringing the shark up, opening its mouth and showing its teeth. It's reinforcing the idea that these are bloodthirsty predators and that the only good shark is a dead shark.'",tournament make big deal string shark open mouth show teeth reinforce idea bloodthirsty predate good shark dead shark,tournaments deal shark mouth teeth idea predators shark shark
50,"'Our only goal tonight and for as long as this takes is to get those people that are currently caught in that building out of there safely.'Police said Monday they are in contact with a gunman holding hostages in a downtown cafe, the latest development in a hostage drama that has paralyzed the central business district of Australia's largest city.",goal tonight long take get people current caught build safe policy said monday contact gunman hold hostage downtown cafe latest develop hostage drama paralyze central busy district australia largest city,goal tonight people building 'police monday contact hostages downtown cafe development hostage drama business district australia city
50,The project set out to renovate homes near Watts Towers. A number of disgruntled Watts residents say that little work has been done.,project set renove home near watt tower number disgruntle watt resid say little work done,project homes towers number watts residents work
150,The Obama and Romney campaigns have so much cash that deciding where to best use it is easy Ã¢ÂÂ wherever they want.,Obama romney campaign much cash decide best use EASI where want,obama romney campaigns cash use ã¢ââ
150,His pension was taken away three years ago on the day he was sentenced to prison on child molestation convictions.,pension taken away three year ago day sentence prison child molest convict,pension years day prison molestation convictions
150,"If you're able to make a food or monetary donation this holiday season, we've got a couple local recommendations.",abl make food monetary donat holiday season got couple local recommend,food donation holiday season recommendations
150,"Cruz's rise is partly the result of methodical campaign planning, but also sheer luck.",Cruz rise partly result method campaign plan also sheer luck,cruz rise result campaign planning luck
150,The rivals say they'll work with the other side if elected as they try to appeal to independents. But they don't say how they'll break the gridlock in Congress.,rival say work side elect tri appeal indeed say break gridlock congress,rivals side independents gridlock congress
150,Each decision to rename a place is made on a case-by-case basis.,decks renal place made case case base,decision place basis
150,"A study shows that taking a multivitamin does not appear to reduce the risk of heart disease. For some people, taking a multivitamin might even make matters worse by distracting them from eating nutritious food and working out.Do you take vitamin supplement, and why?",study show take multivitamin appear reduce risk heart disease people take multivitamin might even make matter words distract eat nutrition food work take vitamin supplement,study multivitamin risk heart disease people multivitamin matters food out.do supplement
150,"California voters, here's our guide to the propositions before you in tomorrow's election. Click the 'Read more' link under each proposition for a look at the top individual contributions supporting and opposing it, our editorial board's endorsement and more.",california voter guid propositi tomorrow elect click read link propositi look top individu contribute support oppos editor board endorse,california voters guide propositions tomorrow election link proposition look contributions board endorsement
150,Can a hotel save SeaWorld? It's now following in the footsteps of Disney and Universal Studios:,hotel save seaworld follow footstep disney univers studio,hotel save seaworld footsteps disney studios
150,"Learn more about the propositions on tomorrow's California ballot, including every dollar that funded the campaigns, using The Times' voter guide.  ",learn propositi tomorrow california ballot include every dollar fund campaign use time voter guid,propositions tomorrow california ballot dollar campaigns times voter guide
150,It's been almost a year since the worst cyberattack in American corporate history.,almost year since worst cyberattack american torpor history,year cyberattack history
150,What should you check out at the Los Angeles Auto Show when it opens to the public on Friday? Our autos team is scouting the must-sees and the must-drives.,check lo angel auto show open public friday auto team scout must see must drive,los auto show public friday autos team must-sees must-drives
150,How about the perfect pork apple sausage stuffing? Mmm. From L.A. Times Food:,perfect pork appl sausage stuff MMM l time food,pork apple sausage mmm times food
150,"The Times' David Lauter lays out three reasons Mitt Romney should win, three others that point to a Barack Obama reelection and a key state that could show how the divided country will lean.What do you think? Will we know the result tonight or will it be too close to call?",time david lauter lay three reason mitt romney win three other point Barack Obama reelect key state could show divid country lean think know result tonight close call,times david lauter reasons romney others barack obama reelection state country result tonight
150,"Cancer screening isn't just about science, it's also about how we cope in the face of uncertainty.(via Los Angeles Times Opinion)",cancer screen science also cope face uncertainty via lo angel time opinion,cancer screening science face uncertainty los angeles times opinion
150,He's the one backing Marco Rubio with a super PAC called 'Baby Got PAC.',one back marco Rubio super pac call Babi got pac,backing marco rubio pac
